gene,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj,lpv,annot
Symbiodinium35477,3.9263125420542426,21.27601105424136,3.181275337690067,6.687887339449823,2.2641532681928703e-11,2.6791998171608384e-8,7.571994895106156,tRNA (5-methylaminomethyl-2-thiouridylate)-methyltransferase activity
Symbiodinium35748,1.3833647829139142,17.00904893898715,3.2105953995798333,5.297786491942617,1.1721490870245627e-7,1.3629595859451186e-5,4.865517021539678,NA
Symbiodinium36276,1.6600377394966968,17.136817937186407,3.2101887238024642,5.338258716729859,9.384348579991474e-8,1.3584323362832556e-5,4.866961988980102,NA
Symbiodinium36389,14.82362117648309,17.938951992228432,2.468987405965154,7.265712230401556,3.710778150063768e-13,2.1056439534721843e-9,8.676615062454816,NA
Symbiodinium36441,1.6600377394966968,17.136817937186407,3.2101887238024642,5.338258716729859,9.384348579991474e-8,1.3584323362832556e-5,4.866961988980102,NA
Symbiodinium36449,47.10069601195388,-4.282471530004949,0.8613415101959592,-4.97186247186748,6.63127412940807e-7,7.586391516111523e-5,-4.119964748121599,NA
Symbiodinium36491,1.3833647829139142,17.00904893898715,3.2105953995798333,5.297786491942617,1.1721490870245627e-7,1.3629595859451186e-5,4.865517021539678,NA
Symbiodinium36625,1.6600377394966968,17.136817937186407,3.2101887238024642,5.338258716729859,9.384348579991474e-8,1.3584323362832556e-5,4.866961988980102,NA
Symbiodinium36710,1.3833647829139142,17.00904893898715,3.2105953995798333,5.297786491942617,1.1721490870245627e-7,1.3629595859451186e-5,4.865517021539678,NA
Symbiodinium36966,1.7983742177880884,17.196606971786423,3.21003266063585,5.357143926498269,8.454776994580247e-8,1.3584323362832556e-5,4.866961988980102,NA
Symbiodinium37102,1.6600377394966968,17.136817937186407,3.2101887238024642,5.338258716729859,9.384348579991474e-8,1.3584323362832556e-5,4.866961988980102,NA
Symbiodinium37278,1.5217012612053056,17.07619193300286,3.210373822414784,5.3190665254548035,1.0430099630425265e-7,1.3629595859451186e-5,4.865517021539678,NA
Symbiodinium37330,1.7556515535900343,20.294797374628477,3.189800715170053,6.362402916931609,1.9862158147726963e-10,1.0443410116772686e-7,6.98115766674813,"Alpha amylase, C-terminal all-beta domain"
Symbiodinium38120,1.5217012612053056,17.07619193300286,3.210373822414784,5.3190665254548035,1.0430099630425265e-7,1.3629595859451186e-5,4.865517021539678,NA
Symbiodinium38180,1.3065926411884439,20.52560690328548,3.1924360655401043,6.429449637173207,1.2806678102459011e-10,7.415327982101369e-8,7.129869635240233,serine threonine-protein kinase
Symbiodinium38255,2.213383652662263,17.347871342232704,3.2096801409202396,5.4048598553683105,6.48590845520813e-8,1.3584323362832556e-5,4.866961988980102,NA
Symbiodinium38504,1.2023056404244685,20.41383774367496,3.191039256161946,6.397238048468231,1.582125755181167e-10,8.80158273058825e-8,7.055439224514104,NA
Symbiodinium38705,2.075047174370871,17.298499473614626,3.20978323928313,5.389304567955205,7.073084904497781e-8,1.3584323362832556e-5,4.866961988980102,Orotidine 5'-phosphate decarboxylase / HUMPS family
Symbiodinium38716,1.6600377394966968,17.136817937186407,3.2101887238024642,5.338258716729859,9.384348579991474e-8,1.3584323362832556e-5,4.866961988980102,NA
Symbiodinium38752,1.2729874670235768,16.86070992903758,3.185689405007984,5.292640865280877,1.2056253740945645e-7,1.3961633924004483e-5,4.8550637534424395,NA
Symbiodinium38753,1.6600377394966968,17.136817937186407,3.2101887238024642,5.338258716729859,9.384348579991474e-8,1.3584323362832556e-5,4.866961988980102,NA
Symbiodinium38854,22.235431764724638,18.227686044219716,3.214618232125102,5.670249070966619,1.4259007046178222e-8,5.466980377218494e-6,5.262252484930653,Choline dehydrogenase
Symbiodinium38995,61.5947147178923,-3.0505770978560762,0.8513971760174361,-3.583024684349672,3.396384985188684e-4,0.032445196902280586,-1.4888495858660085,NA
Symbiodinium39113,1.3833647829139142,17.00904893898715,3.2105953995798333,5.297786491942617,1.1721490870245627e-7,1.3629595859451186e-5,4.865517021539678,NA
Symbiodinium39911,1.6600377394966968,17.136817937186407,3.2101887238024642,5.338258716729859,9.384348579991474e-8,1.3584323362832556e-5,4.866961988980102,NA
Symbiodinium39964,74.46610677892087,3.510285846090098,0.9735318981623359,3.605722475777327,3.1128567322151436e-4,0.03004012626068301,1.522298246294944,Belongs to the class-I aminoacyl-tRNA synthetase family
Symbiodinium40197,3.27735281479534,21.360760571200203,3.1887172678981828,6.698856868323097,2.1005620842646795e-11,2.6791998171608384e-8,7.571994895106156,NA
Symbiodinium40384,1.3833647829139142,17.00904893898715,3.2105953995798333,5.297786491942617,1.1721490870245627e-7,1.3629595859451186e-5,4.865517021539678,voltage-gated potassium channel activity
Symbiodinium40527,2.351720130953654,17.39176025797975,3.2095901841003838,5.418685645330913,6.003877558272552e-8,1.3584323362832556e-5,4.866961988980102,NA
Symbiodinium40808,3.0281947172510617,21.414003064119207,3.182644413267988,6.728368074940229,1.715764569381325e-11,2.6791998171608384e-8,7.571994895106156,NA
Symbiodinium40843,1.7983742177880884,17.196606971786423,3.21003266063585,5.357143926498269,8.454776994580247e-8,1.3584323362832556e-5,4.866961988980102,NmrA-like family
Symbiodinium40910,53.60914554522052,3.91383974789104,1.0623609086290406,3.684096163649118,2.2951558695118103e-4,0.022663958898325932,1.6446642260911504,NA
Symbiodinium41097,9.756362917175096,17.637332836583603,2.8299767073043984,6.232324383116024,4.5956460837225096e-10,2.1030269465705654e-7,6.677155162562406,NA
Symbiodinium41312,1.7983742177880884,17.196606971786423,3.21003266063585,5.357143926498269,8.454776994580247e-8,1.3584323362832556e-5,4.866961988980102,NA
Symbiodinium41456,1.3833647829139142,17.00904893898715,3.2105953995798333,5.297786491942617,1.1721490870245627e-7,1.3629595859451186e-5,4.865517021539678,DNA replication initiation
Symbiodinium41487,1.7983742177880884,17.196606971786423,3.21003266063585,5.357143926498269,8.454776994580247e-8,1.3584323362832556e-5,4.866961988980102,NA
Symbiodinium41670,1.6600377394966968,17.136817937186407,3.2101887238024642,5.338258716729859,9.384348579991474e-8,1.3584323362832556e-5,4.866961988980102,NA
Symbiodinium42223,2.711541597696817,21.19333436952158,3.1837059907443535,6.656812667732098,2.798294770136056e-11,2.7047850466174926e-8,7.567867243229222,NA
Symbiodinium42235,2.5699228736194746,21.085572844742483,3.1814868452042475,6.627584481930748,3.412243557426376e-11,2.8474168885676805e-8,7.545548943408022,NA
Symbiodinium42330,3.043402522410611,17.573759659766235,3.209263017490121,5.475948703484641,4.3517374934925584e-8,1.3398404765503502e-5,4.8729469063203075,Belongs to the ATG8 family
Symbiodinium42618,1.6600377394966968,17.136817937186407,3.2101887238024642,5.338258716729859,9.384348579991474e-8,1.3584323362832556e-5,4.866961988980102,NA
Symbiodinium42643,2.7667295658278284,17.514112056654948,3.209374308251318,5.457173384739223,4.837739103326507e-8,1.3398404765503502e-5,4.8729469063203075,NA
Symbiodinium42759,2.6283930875364367,17.479056805827426,3.209438631801564,5.446141463068217,5.147420412518968e-8,1.3398404765503502e-5,4.8729469063203075,NA
Symbiodinium42910,2.7667295658278284,17.514112056654948,3.209374308251318,5.457173384739223,4.837739103326507e-8,1.3398404765503502e-5,4.8729469063203075,NA
Symbiodinium42928,9.605101476598737,17.624921956614198,2.8452114507861914,6.194591249709776,5.843647900226354e-10,2.550707357311109e-7,6.593339365143786,NA
Symbiodinium42953,2.075047174370871,17.298499473614626,3.20978323928313,5.389304567955205,7.073084904497781e-8,1.3584323362832556e-5,4.866961988980102,NA
Symbiodinium43972,2.3365123257941045,21.11011803360093,3.18309286044962,6.63195167690429,3.312770449872373e-11,2.8474168885676805e-8,7.545548943408022,Belongs to the TRAFAC class myosin-kinesin ATPase superfamily. Kinesin family
Symbiodinium44179,3.043402522410611,17.573759659766235,3.209263017490121,5.475948703484641,4.3517374934925584e-8,1.3398404765503502e-5,4.8729469063203075,NA
Symbiodinium44236,31.28254670508793,-5.709650998617416,1.3420945340533512,-4.254283773418933,2.097192024902928e-5,0.0023062609352924755,-2.637091557255273,NA
Symbiodinium45060,1.7032060866856145,20.17426579038933,3.185818761370997,6.332521496517103,2.41186670701406e-10,1.2005172317789984e-7,6.920631601860329,3'5'-cyclic nucleotide phosphodiesterase
Symbiodinium45526,2.213383652662263,17.347871342232704,3.2096801409202396,5.4048598553683105,6.48590845520813e-8,1.3584323362832556e-5,4.866961988980102,NA
Symbiodinium45545,26.767036880561037,-3.776878897683297,0.9812065048133483,-3.8492191798114512,1.1849494435960596e-4,0.012451624301373112,-1.9047739916115938,NA
Symbiodinium45547,26.55521521707319,5.77546394951679,1.5168320223148573,3.807583084053552,1.4033159876924737e-4,0.01447813861920395,1.8392872695871696,potassium:proton antiporter activity
Symbiodinium45701,2.213383652662263,17.347871342232704,3.2096801409202396,5.4048598553683105,6.48590845520813e-8,1.3584323362832556e-5,4.866961988980102,NA
Symbiodinium46048,27.453951464608988,18.35477524787891,3.2145872682970005,5.709838842733538,1.130832020090285e-8,4.518868461126981e-6,5.344970300279363,otu domain-containing protein
Symbiodinium46208,4.565103783615917,17.87427936068275,3.2088911973456304,5.570235405758916,2.5439538091450865e-8,9.136336388995493e-6,5.039227918599648,NA
Symbiodinium46290,1.3833647829139142,17.00904893898715,3.2105953995798333,5.297786491942617,1.1721490870245627e-7,1.3629595859451186e-5,4.865517021539678,NA
Symbiodinium46325,32.137324427666215,-3.9066693426684203,0.9993495935089379,-3.9092119194757844,9.25977071041436e-5,0.009839633505463529,-2.0070210773327863,ATP-grasp domain
Symbiodinium46901,1.3833647829139142,17.00904893898715,3.2105953995798333,5.297786491942617,1.1721490870245627e-7,1.3629595859451186e-5,4.865517021539678,NA
Symbiodinium46926,1.7983742177880884,17.196606971786423,3.21003266063585,5.357143926498269,8.454776994580247e-8,1.3584323362832556e-5,4.866961988980102,Belongs to the DHHC palmitoyltransferase family
Symbiodinium47317,1.3833647829139142,17.00904893898715,3.2105953995798333,5.297786491942617,1.1721490870245627e-7,1.3629595859451186e-5,4.865517021539678,NA
Symbiodinium47975,48.26566378248913,7.075893233087214,1.2271496373072521,5.766120950509283,8.111685465451777e-9,3.28778200036854e-6,5.483096986501733,IAA-amino acid conjugate hydrolase activity
Symbiodinium48148,1.5217012612053056,17.07619193300286,3.210373822414784,5.3190665254548035,1.0430099630425265e-7,1.3629595859451186e-5,4.865517021539678,NA
Symbiodinium48255,2.326627850054028,21.157247355163783,3.183488622576703,6.645931512090403,3.013053474752687e-11,2.7047850466174926e-8,7.567867243229222,cAMP-dependent protein kinase catalytic subunit
Symbiodinium48277,1.687996901897751,17.09451281956931,3.1846748400713305,5.3677419761907075,7.972850273059116e-8,1.3584323362832556e-5,4.866961988980102,NA
Symbiodinium48830,1.9367106960794798,17.25382648031931,3.209898450696887,5.375193871498773,7.650032365481294e-8,1.3584323362832556e-5,4.866961988980102,NA
Symbiodinium49413,23.85830598193136,-4.394947241378751,1.1891642152990045,-3.6958287045945806,2.1917071266408405e-4,0.021742347761207665,-1.6626935621501135,NA
Symbiodinium49862,1.9367106960794798,17.25382648031931,3.209898450696887,5.375193871498773,7.650032365481294e-8,1.3584323362832556e-5,4.866961988980102,NA
Symbiodinium49938,21.654267187937144,6.179802748783675,1.735453139423597,3.5609159408569204,3.695633893845659e-4,0.035067734058926096,1.455092295638256,"nuclear-transcribed mRNA catabolic process, nonsense-mediated decay"
Symbiodinium50312,2.7667295658278284,17.514112056654948,3.209374308251318,5.457173384739223,4.837739103326507e-8,1.3398404765503502e-5,4.8729469063203075,NA
Symbiodinium50396,8.773163553428768,17.564636240164702,2.9361338723299877,5.98223276046544,2.2009944003322276e-9,9.461608049428176e-7,6.024035046722481,NA
Symbiodinium50525,1.3833647829139142,17.00904893898715,3.2105953995798333,5.297786491942617,1.1721490870245627e-7,1.3629595859451186e-5,4.865517021539678,NA
Symbiodinium50896,1.7983742177880884,17.196606971786423,3.21003266063585,5.357143926498269,8.454776994580247e-8,1.3584323362832556e-5,4.866961988980102,Ubiquitin-activating enzyme active site
Symbiodinium51021,1.6600377394966968,17.136817937186407,3.2101887238024642,5.338258716729859,9.384348579991474e-8,1.3584323362832556e-5,4.866961988980102,NA
Symbiodinium51481,2.351720130953654,17.39176025797975,3.2095901841003838,5.418685645330913,6.003877558272552e-8,1.3584323362832556e-5,4.866961988980102,NA
Symbiodinium51588,2.7667295658278284,17.514112056654948,3.209374308251318,5.457173384739223,4.837739103326507e-8,1.3398404765503502e-5,4.8729469063203075,Pleckstrin homology domain.
Symbiodinium51613,21.34970445802603,5.9850928825211485,1.593490780967268,3.7559632939251304,1.726760027797423e-4,0.01762289047074406,1.7539228579817763,NA
Symbiodinium51802,35.81193208970387,3.670076995917287,1.0331620991326638,3.5522760649062763,3.81913942149932e-4,0.03599887829461087,1.4437110314007797,NA
Symbiodinium51855,1.9367106960794798,17.25382648031931,3.209898450696887,5.375193871498773,7.650032365481294e-8,1.3584323362832556e-5,4.866961988980102,NA
Symbiodinium52262,25.191514033718835,-5.683312238576371,1.2626031214953493,-4.501265791142197,6.754997129028109e-6,7.605268989872441e-4,-3.1188854208284247,NA
Symbiodinium52564,35.79417511447333,3.153611013563124,0.8961091379329121,3.519226487119275,4.328070516739585e-4,0.04052673818512723,1.3922583492611718,NA
Symbiodinium52721,17.721097128110696,6.128829161036686,1.6189995839440263,3.785565618309991,1.5335935900572095e-4,0.015707984598232184,1.8038795332296085,NA
Symbiodinium5277,4.189873292036941,-21.74823552360762,3.1980025526940556,-6.800568531531193,1.0420708472473245e-11,2.1118310055786494e-8,-7.675340838165287,NA
Symbiodinium52808,2.075047174370871,17.298499473614626,3.20978323928313,5.389304567955205,7.073084904497781e-8,1.3584323362832556e-5,4.866961988980102,Belongs to the 5'-nucleotidase family
Symbiodinium52826,9.713363468097384,-6.645132237455164,1.847960962809159,-3.595926738275702,3.232387675520427e-4,0.030982872679008636,-1.508878317667749,protein-S-isoprenylcysteine O-methyltransferase
Symbiodinium52831,12.029368200539503,-6.425439127853809,1.6865197983272728,-3.8098806395434552,1.3903389882114622e-4,0.014396605026837813,-1.8417399101230678,NA
Symbiodinium5292,42.976498511592624,4.635935634507871,1.2446900154019667,3.724570436929807,1.9564808137090666e-4,0.01961458432740411,1.707420891012778,NA
Symbiodinium5312,1.382599176835338,20.534105436469225,3.1882281700534407,6.440600967441121,1.19001359652702e-10,7.183631012907364e-8,7.143655983297009,NA
Symbiodinium53560,1.9367106960794798,17.25382648031931,3.209898450696887,5.375193871498773,7.650032365481294e-8,1.3584323362832556e-5,4.866961988980102,homologous recombination
Symbiodinium5379,11.499160238018273,6.327228260077063,1.823264895872415,3.4702737240216233,5.199282151553477e-4,0.04805017368204405,1.3183050381927925,NA
Symbiodinium54275,13.711946231910789,6.675633303565807,1.907838117695586,3.4990564669234523,4.669076899824762e-4,0.04357600322428557,1.3607526056005068,NA
Symbiodinium54489,1.4049489565083726,20.559855263694622,3.1960043951677535,6.432987168221796,1.251202177563403e-10,7.395647537881015e-8,7.131023794646567,NA
Symbiodinium54544,1.9367106960794798,17.25382648031931,3.209898450696887,5.375193871498773,7.650032365481294e-8,1.3584323362832556e-5,4.866961988980102,NA
Symbiodinium54546,2.075047174370871,17.298499473614626,3.20978323928313,5.389304567955205,7.073084904497781e-8,1.3584323362832556e-5,4.866961988980102,NA
Symbiodinium54562,2.351720130953654,17.39176025797975,3.2095901841003838,5.418685645330913,6.003877558272552e-8,1.3584323362832556e-5,4.866961988980102,InterPro IPR011435
Symbiodinium54801,1.3833647829139142,17.00904893898715,3.2105953995798333,5.297786491942617,1.1721490870245627e-7,1.3629595859451186e-5,4.865517021539678,NA
Symbiodinium55095,72.60957934330766,3.534292640551243,0.8638776771363439,4.091195702922919,4.2915478323454655e-5,0.004683069042280982,2.32946943938627,NA
Symbiodinium5512,1.6600377394966968,17.136817937186407,3.2101887238024642,5.338258716729859,9.384348579991474e-8,1.3584323362832556e-5,4.866961988980102,NA
Symbiodinium56044,2.158924661574033,16.956067115285187,3.1774417694846546,5.336389569158106,9.481557392610104e-8,1.3629595859451186e-5,4.865517021539678,NA
Symbiodinium56073,52.59628599036448,5.1648200050627,1.1539369816148466,4.475825012415261,7.611680963819842e-6,8.535913529861525e-4,3.0687499930322977,NA
Symbiodinium56461,11.949653805532288,17.785804396698918,2.6446275568320208,6.725258666670023,1.752807809228375e-11,2.6791998171608384e-8,7.571994895106156,intracellular transport of virus
Symbiodinium56562,1.9127798249311674,17.131347214033134,3.1798656326389296,5.387443745481802,7.146683356258673e-8,1.3584323362832556e-5,4.866961988980102,Protein tyrosine kinase
Symbiodinium57010,2.616373466594342,20.964318380440627,3.179670805961151,6.593235482471127,4.3034316636626636e-11,3.391582310039919e-8,7.469597638613003,NA
Symbiodinium57083,37.649101132944345,4.808007290514262,1.288072337194287,3.7327152766801825,1.8942667876299877e-4,0.019126027508412104,1.718375223926159,NA
Symbiodinium57119,4.6364728869292975,-21.90693493636421,3.197914508290902,-6.850381672045442,7.36532128782069e-12,1.741407463150405e-8,-7.75909959861655,NA
Symbiodinium57233,2.33332414157665,21.048735777092322,3.201184100934395,6.575296863103999,4.8556192625558845e-11,3.723341343709069e-8,7.4290671472643295,NA
Symbiodinium5777,1.9367106960794798,17.25382648031931,3.209898450696887,5.375193871498773,7.650032365481294e-8,1.3584323362832556e-5,4.866961988980102,Lipase (class 3)
Symbiodinium57791,1.6600377394966968,17.136817937186407,3.2101887238024642,5.338258716729859,9.384348579991474e-8,1.3584323362832556e-5,4.866961988980102,NA
Symbiodinium58050,2.351720130953654,17.39176025797975,3.2095901841003838,5.418685645330913,6.003877558272552e-8,1.3584323362832556e-5,4.866961988980102,NA
Symbiodinium5825,4.150094348741742,17.80661731008006,3.208965824068062,5.549020552517541,2.8727440997589107e-8,9.939694585165831e-6,5.002626959869784,NA
Symbiodinium58256,1.9367106960794798,17.25382648031931,3.209898450696887,5.375193871498773,7.650032365481294e-8,1.3584323362832556e-5,4.866961988980102,NA
Symbiodinium58285,21.438784499155624,22.07679813181373,3.182216465034099,6.937553863601535,3.989472363201851e-12,1.131893098887629e-8,7.946194587949435,NA
Symbiodinium58432,3.986665589550725,21.375333939346945,3.1827043707722753,6.7160915527194485,1.8666353908525237e-11,2.6791998171608384e-8,7.571994895106156,NA
Symbiodinium58609,2.9050660441192195,17.54887750052373,3.209316022397799,5.46810515949511,4.548720011631318e-8,1.3398404765503502e-5,4.8729469063203075,NA
Symbiodinium58622,1.5217012612053056,17.07619193300286,3.210373822414784,5.3190665254548035,1.0430099630425265e-7,1.3629595859451186e-5,4.865517021539678,NA
Symbiodinium58987,1.5217012612053056,17.07619193300286,3.210373822414784,5.3190665254548035,1.0430099630425265e-7,1.3629595859451186e-5,4.865517021539678,NA
Symbiodinium59415,8.697532833140588,17.557872882781467,2.945058251922701,5.961808351776639,2.4946162924667763e-9,1.0563769171621996e-6,5.97618109710787,NA
Symbiodinium59441,2.9050660441192195,17.54887750052373,3.209316022397799,5.46810515949511,4.548720011631318e-8,1.3398404765503502e-5,4.8729469063203075,3'-5'-exoribonuclease activity involved in mature miRNA 3'-end processing
Symbiodinium5952,30.752512962825758,5.802465033660765,1.2834932647208674,4.520837929697027,6.159533308825522e-6,6.962481236573614e-4,3.1572359622115393,NA
Symbiodinium59521,2.213383652662263,17.347871342232704,3.2096801409202396,5.4048598553683105,6.48590845520813e-8,1.3584323362832556e-5,4.866961988980102,NA
Symbiodinium59526,2.8714622495826663,21.168655717469886,3.180884550930987,6.654958826240395,2.833793726595607e-11,2.7047850466174926e-8,7.567867243229222,NA
Symbiodinium59631,24.08705738061814,6.3953031703026175,1.775613193913535,3.6017434383932847,3.1609023649263135e-4,0.030400380304301478,1.5171209833969541,NA
Symbiodinium59771,1.3833647829139142,17.00904893898715,3.2105953995798333,5.297786491942617,1.1721490870245627e-7,1.3629595859451186e-5,4.865517021539678,mitochondrial fission
Symbiodinium5985,5.1759496936402245,-21.999181255406935,3.1978284752821575,-6.879412521794452,6.009988986038132e-12,1.550140068289763e-8,-7.809629057870381,glutathione transferase activity
Symbiodinium60069,1.5864528622364722,17.075261733505023,3.19023013073297,5.3523604987023,8.681422590703682e-8,1.3584323362832556e-5,4.866961988980102,NA
Symbiodinium60230,6.367359974612494,22.019705480775624,2.5326950457240853,8.694179553101426,3.49344868717434e-18,9.911612615251038e-14,13.003855680234347,NA
Symbiodinium60580,2.6283930875364367,17.479056805827426,3.209438631801564,5.446141463068217,5.147420412518968e-8,1.3398404765503502e-5,4.8729469063203075,NA
Symbiodinium60606,1.6600377394966968,17.136817937186407,3.2101887238024642,5.338258716729859,9.384348579991474e-8,1.3584323362832556e-5,4.866961988980102,NA
Symbiodinium60624,2.6283930875364367,17.479056805827426,3.209438631801564,5.446141463068217,5.147420412518968e-8,1.3398404765503502e-5,4.8729469063203075,NA
Symbiodinium61125,3.458411957284785,17.674600518516918,3.209129361341549,5.507599890310499,3.637590094448405e-8,1.1596146759515748e-5,4.935686296900644,NA
Symbiodinium61325,2.490056609245045,17.440764301436783,3.209510202794726,5.434089066378412,5.5077066946447595e-8,1.3584323362832556e-5,4.866961988980102,NA
Symbiodinium61480,2.7299371271977155,17.50324240030541,3.2050759178010453,5.461100719359598,4.7319147995911884e-8,1.3398404765503502e-5,4.8729469063203075,NA
Symbiodinium62030,4.2884308270331335,17.820372480858648,3.208939222224309,5.553353069898991,2.8024123057523373e-8,9.938755242350664e-6,5.002668004458783,NA
Symbiodinium62567,2.213383652662263,17.347871342232704,3.2096801409202396,5.4048598553683105,6.48590845520813e-8,1.3584323362832556e-5,4.866961988980102,NA
Symbiodinium63199,12.403438127261362,17.810120070731134,2.612685385016265,6.816787115996463,9.309906249482912e-12,2.031851231617917e-8,7.692108093461273,NA
Symbiodinium64421,529.3401344853789,3.550830797570286,0.6764472876282023,5.249235029118691,1.5273211233352018e-7,1.7615103622465992e-5,4.75411479769802,NA
Symbiodinium64937,2.15067789465905,17.335120750540213,3.2094054608533744,5.401349552739541,6.614139785137331e-8,1.3584323362832556e-5,4.866961988980102,NA
Symbiodinium65596,2.075047174370871,17.298499473614626,3.20978323928313,5.389304567955205,7.073084904497781e-8,1.3584323362832556e-5,4.866961988980102,NA
Symbiodinium66237,2.897604146518021,21.132734427889908,3.180674414664319,6.64410488871751,3.050652808817135e-11,2.7047850466174926e-8,7.567867243229222,NA
Symbiodinium6834,1.5793118074751957,20.729741819700962,3.192697622186121,6.4928609824023304,8.422140048036557e-11,5.557045521927749e-8,7.25515604556822,NA
Symbiodinium6852,3.735084913867568,17.728561283508174,3.2090565725491516,5.52453996453708,3.303500378708587e-8,1.1026695617025887e-5,4.957554613606558,NA
Symbiodinium6968,1.7983742177880884,17.196606971786423,3.21003266063585,5.357143926498269,8.454776994580247e-8,1.3584323362832556e-5,4.866961988980102,NA
Symbiodinium70099,2.4932443335863956,20.771484409527805,3.2052134847326372,6.480530706758978,9.140054959252372e-11,5.893673620543371e-8,7.2296139181504495,NA
Symbiodinium7089,4.011757870450351,17.778472093865435,3.2089938566881333,5.540201349034007,3.021240696202996e-8,1.0327547112370048e-5,4.986002815175325,NA
Symbiodinium7149,15.32273705861422,-6.276713038715864,1.6719731525252324,-3.7540752548783165,1.7398259154588518e-4,0.017692595295124926,-1.752208456537431,NA
Symbiodinium72821,61.03586480664573,8.279702636039259,2.236694874206197,3.7017577728288598,2.1411097891777496e-4,0.021359756778069883,1.6704036968936462,NA
Symbiodinium7344,30.876977850812754,4.8827799291907885,1.335970808563832,3.6548552542400046,2.5732711735126614e-4,0.025175465425828013,1.5990224917773077,NA
Symbiodinium74046,1.3833647829139142,17.00904893898715,3.2105953995798333,5.297786491942617,1.1721490870245627e-7,1.3629595859451186e-5,4.865517021539678,NA
Symbiodinium8082,4.0209276063606945,21.35338358963834,3.181963200821355,6.710757554998255,1.9361657369823687e-11,2.6791998171608384e-8,7.571994895106156,NA
Symbiodinium8128,1.3833647829139142,17.00904893898715,3.2105953995798333,5.297786491942617,1.1721490870245627e-7,1.3629595859451186e-5,4.865517021539678,NA
Symbiodinium8154,1.5217012612053056,17.07619193300286,3.210373822414784,5.3190665254548035,1.0430099630425265e-7,1.3629595859451186e-5,4.865517021539678,Rab subfamily of small GTPases
Symbiodinium8314,1.6600377394966968,17.136817937186407,3.2101887238024642,5.338258716729859,9.384348579991474e-8,1.3584323362832556e-5,4.866961988980102,NA
Symbiodinium8393,1.3833647829139142,17.00904893898715,3.2105953995798333,5.297786491942617,1.1721490870245627e-7,1.3629595859451186e-5,4.865517021539678,NA
Symbiodinium8485,2.351720130953654,17.39176025797975,3.2095901841003838,5.418685645330913,6.003877558272552e-8,1.3584323362832556e-5,4.866961988980102,Hydroxyacid oxidase
Symbiodinium9202,1.3833647829139142,17.00904893898715,3.2105953995798333,5.297786491942617,1.1721490870245627e-7,1.3629595859451186e-5,4.865517021539678,water channel activity
